domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,full | full_osl32k_qwen235b_suffix_k16,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k16,16,suffix_k16,verified | verified_osl32k_qwen235b_suffix_k16,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k16
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen235b_suffix_k32_bs1_j2138640
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen235b_suffix_k32_bs1_j2133936
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,3,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,2,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n1_isl4096_osl32768_bs1_k32_20260616_swe_temp01_core_home_mount_qwen235b_bs1_n1_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen235b_suffix_k32_bs2_j2133936
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_t10_suffix_k32,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen235b_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen235b_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen235b_t10_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k8_arctic_20260614_temp1rl,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k8_arctic_20260614_temp1rl,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_suffix_offset0_n8_isl4096_osl32768_bs8_k8_arctic_20260614_temp1rl,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_suffix_offset0_n16_isl4096_osl32768_bs16_k8_arctic_20260614_temp1rl,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix,8,suffix_k8,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_suffix_offset0_n32_isl4096_osl32768_bs32_k8_arctic_20260614_temp1rl,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,full | full_osl32k_qwen235b_suffix_k8,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,full_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-235B-A22B,1.0,suffix_k8,8,suffix_k8,verified | verified_osl32k_qwen235b_suffix_k8,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,no,1,verified_osl32k_qwen235b_suffix_k8
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,qwen30_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl128k_qwen30_baseline,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl128k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl16k_qwen30_baseline,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl64k_qwen30_baseline,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl64k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl128k_qwen30_baseline,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl128k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl16k_qwen30_baseline,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl64k_qwen30_baseline,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl64k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,1,4096,32768,partial,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611,1,4096,131072,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl128k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,1,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,1,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611,1,4096,65536,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl64k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swe_verified_osl128k_lyris_baseline_offset0_n1_isl4096_osl131072_bs1_20260611,1,4096,131072,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl128k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,1,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swe_verified_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611,1,4096,65536,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl64k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,qwen30_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl16k_qwen30_baseline,2,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl16k_qwen30_baseline,2,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swebench_verified_osl32k_lyris_publicpard_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,2,4096,32768,partial,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,2,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen30ba3b_swe_full_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,2,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen30ba3b_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,2,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl32k_qwen30_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl32k_qwen30_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl32k_qwen30_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,verified | verified_osl32k_qwen30_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen30_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,5,baseline,swebench_lite_prompts_64.jsonl | qwen30ba3b_swebench_lite_baseline_isl4096_osl1024_bs8_16_k5_20260611,8,4096,1024,partial,metrics,docs/qwen30ba3b_swebench_completed_partial_metrics_20260611.csv,no,1,lite_baseline
SWE,Qwen/Qwen3-30B-A3B,,baseline,,baseline,full | full_osl32k_qwen30_baseline,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen30_baseline
